Date,Diameter,Service,Feature Type,Identifier,Class/Material,MWT,NWT,CAT,Ri_scale,MCDR
2019-12-14,08,P,Weld,87766.0,B10A-S,8.4,8.18,0.0,Ri2,0
2019-12-14,08,P,Elbow,87766.0,B10A-S,8.4,8.18,0.0,Ri2,0
2019-12-14,08,P,Weld,87766.0,B10A-S,9.0,8.18,0.0,Ri2,0
2019-12-14,08,P,Pipe,87766.0,B10A-S,8.2,7.11,0.0,Ri2,0
2019-12-14,06,P,Elbow,87766.0,B10A-S,7.3,7.11,0.0,Ri2,0
2019-12-14,06,P,Weld,87766.0,B10A-S,7.4,7.11,0.0,Ri2,0
2019-12-14,06,P,Elbow,87766.0,B10A-S,6.8,7.11,0.0,Ri2,0
2019-12-14,06,P,Weld,87766.0,B10A-S,7.2,7.11,0.0,Ri2,0
2019-12-14,06,P,Elbow,87766.0,B10A-S,7.4,7.11,0.0,Ri2,0
2019-12-14,06,P,Elbow,87766.0,B10A-S,7.4,7.11,0.0,Ri2,0
2019-12-15,12,P,Reducer,252007.0,B1A-S,11.9,10.31,1.0,Ri5,0
2019-12-15,12x8,P,Tee Piece,252007.0,B1A-S,10.4,10.31,1.0,Ri5,0
2019-12-15,12,P,Weld,252007.0,B1A-S,11.5,10.31,1.0,Ri5,0
2019-12-15,12,P,Elbow,252007.0,B1A-S,11.2,10.31,1.0,Ri5,0
2019-12-15,12,P,Weld,252007.0,B1A-S,0.0,10.31,1.0,Ri5,0
2019-12-15,12,P,Pipe,252007.0,B1A-S,9.5,10.31,1.0,Ri5,0
2019-12-15,12,P,Weld,252007.0,B1A-S,13.2,10.31,1.0,Ri4,0
2019-12-15,12,P,Elbow,252007.0,B1A-S,12.2,10.31,1.0,Ri4,0
2019-12-15,12,P,Weld,252007.0,B1A-S,0.0,10.31,1.0,Ri4,0
2019-12-14,04,P,Tee Piece,87767.0,B10A-S,5.5,6.02,0.0,Ri2,0
2019-12-14,04,P,Weld,87767.0,B10A-S,6.5,6.02,0.0,Ri2,0
2019-12-14,04,P,Elbow,87767.0,B10A-S,6.0,6.02,0.0,Ri2,0
2019-12-14,04,P,Weld,87767.0,B10A-S,6.2,6.02,0.0,Ri2,0
2019-12-14,04,P,Pipe,87767.0,B10A-S,6.0,6.02,0.0,Ri2,0
2019-12-14,04,P,Elbow,87767.0,B10A-S,6.3,6.02,0.0,Ri2,0
2019-12-14,04,P,Weld,87767.0,B10A-S,6.3,6.02,0.0,Ri2,0
2019-12-14,04,P,Elbow,87767.0,B10A-S,6.2,6.02,0.0,Ri2,0
2019-12-14,04,P,Elbow,87767.0,B10A-S,6.1,6.02,0.0,Ri2,0
2019-12-14,04,P,Weld,87767.0,B10A-S,6.0,6.02,0.0,Ri2,0
2019-12-14,04,P,Weld,87767.0,B10A-S,5.9,6.02,0.0,Ri3,0
2019-12-14,04,P,Elbow,87767.0,B10A-S,6.7,6.02,0.0,Ri3,0
2019-12-14,04,P,Elbow,87767.0,B10A-S,6.5,6.02,0.0,Ri3,0
2019-12-14,08,P,Pipe,81260.0,B3A,7.6,8.18,1.0,Ri4,0
2019-12-14,08,P,Pipe,81260.0,B3A,7.8,8.18,1.0,Ri4,0
2019-12-14,08,P,Pipe,81260.0,B3A,7.7,8.18,1.0,Ri4,0
2019-12-14,08,P,Weld,81260.0,B3A,0.0,8.18,1.0,Ri4,0
2019-12-14,08,P,Elbow,81260.0,B3A,7.7,8.18,1.0,Ri4,0
2019-12-14,08,P,Weld,81260.0,B3A,7.8,8.18,1.0,Ri4,0
2019-12-14,08,P,Pipe,81260.0,B3A,6.9,8.18,1.0,Ri4,0
2019-12-10,4,P,Weld,81731.0,A1A-S,7.2,6.02,0.0,Ri2,0
2019-12-10,4,P,Elbow,81731.0,A1A-S,6.3,6.02,0.0,Ri2,0
2019-12-10,4,P,Weld,81731.0,A1A-S,6.0,6.02,0.0,Ri2,0
2019-12-10,4,P,Elbow,81731.0,A1A-S,5.8,6.02,1.0,Ri3,0
2019-12-10,4,P,Pipe,81731.0,A1A-S,6.0,6.02,1.0,Ri3,0
2019-12-10,4,P,Elbow,81731.0,A1A-S,6.1,6.02,1.0,Ri3,0
2019-12-10,4,P,Elbow,81731.0,A1A-S,6.7,6.02,1.0,Ri3,0
2019-12-10,4,P,Weld,81731.0,A1A-S,6.0,6.02,1.0,Ri3,0
2019-12-10,4,P,Weld,81731.0,A1A-S,6.6,6.02,1.0,Ri3,0
2019-12-10,4,P,Pipe,81731.0,A1A-S,6.2,6.02,1.0,Ri3,0
2019-12-10,4,P,Weld,81731.0,A1A-S,6.0,6.02,1.0,Ri3,0
2019-12-10,4,P,Weld,81731.0,A1A-S,6.1,6.02,1.0,Ri3,0
2019-12-10,4,P,Elbow,81731.0,A1A-S,6.2,6.02,1.0,Ri3,0
2019-12-10,4,P,Weld,81731.0,A1A-S,6.0,6.02,1.0,Ri3,0
2019-12-10,4,P,Tee,81731.0,A1A-S,6.2,6.02,1.0,Ri4,0
2019-12-10,4,P,Elbow,81731.0,A1A-S,6.0,6.02,1.0,Ri4,0
2019-12-10,4,P,Elbow,81731.0,A1A-S,6.2,6.02,1.0,Ri4,0
2019-12-10,4,P,Weld,81731.0,A1A-S,6.2,6.02,1.0,Ri3,0
2019-12-10,4,P,Pipe,81731.0,A1A-S,5.9,6.02,1.0,Ri3,0
2019-12-10,4,P,Tee,81731.0,A1A-S,6.1,6.02,1.0,Ri3,0
2019-12-10,4,P,Weld,81731.0,A1A-S,5.9,6.02,1.0,Ri3,0
2019-12-10,4,P,Tee,81731.0,A1A-S,6.1,6.02,1.0,Ri3,0
2019-12-10,4,P,Pipe,81731.0,A1A-S,5.7,6.02,1.0,Ri3,0
2019-12-10,4,P,Weld,81731.0,A1A-S,6.1,6.02,1.0,Ri3,0
2019-12-10,4,P,Elbow,81731.0,A1A-S,6.1,6.02,1.0,Ri3,0
2019-12-10,4,P,Weld,81731.0,A1A-S,6.0,6.02,1.0,Ri3,0
2019-12-09,10,P,Tee,31240.0,B3A,13.0,9.27,1.0,Ri 4,NC0700220
2019-12-09,8,P,Straight,31240.0,B3A,8.0,9.27,1.0,Ri 4,NC0700220
2019-12-09,10,P,Bend,31240.0,B3A,8.6,9.27,1.0,Ri 4,NC0700220
2019-12-09,10,P,Weld,31240.0,B3A,10.2,9.27,1.0,Ri 4,NC0700220
2019-12-09,10,P,Weld,31240.0,B3A,9.9,9.27,1.0,Ri 4,NC0700220
2019-12-11,10,P,Straight,31240.0,B3A,9.0,9.27,0.0,Ri 3,0
2019-12-11,10,P,Bend,31240.0,B3A,9.8,9.27,0.0,Ri 3,0
2019-12-11,10,P,Straight,31240.0,B3A,9.1,9.27,0.0,Ri 3,0
2019-12-11,10,P,Tee,31240.0,B3A,8.9,9.27,0.0,Ri 3,0
2019-12-11,10,P,Bend,31240.0,B3A,8.8,9.27,0.0,Ri 3,0
2019-12-11,10,P,Straight,31240.0,B3A,9.3,9.27,0.0,Ri 3,0
2019-12-11,10,P,Bend,31240.0,B3A,8.5,9.27,0.0,Ri 3,0
2019-12-11,10,P,Weld,31240.0,B3A,10.3,9.27,0.0,Ri 3,0
2019-12-11,10,P,Weld,31240.0,B3A,10.5,9.27,0.0,Ri 3,0
2019-12-11,10,P,Weld,31240.0,B3A,10.2,9.27,0.0,Ri 3,0
2019-12-08,12,P,Weld,181892.0,B1A-S,11.0,10.31,1.0,Ri3,0
2019-12-08,12,P,Elbow,181892.0,B1A-S,9.0,10.31,1.0,Ri4,0
2019-12-08,12,P,Weld,181892.0,B1A-S,13.2,10.31,1.0,Ri3,0
2019-12-08,12,P,Elbow,181892.0,B1A-S,12.8,10.31,1.0,Ri3,0
2019-12-08,12,P,Weld,181892.0,A1A-S,10.5,9.5,1.0,Ri3,0
2019-12-08,12,P,Pipe,181892.0,A1A-S,7.0,9.5,0.0,Ri2,0
2019-12-08,12,P,Weld,181892.0,A1A-S,8.1,9.5,0.0,Ri2,0
2019-12-08,12,P,Pipe,181892.0,A1A-S,5.5,9.5,0.0,Ri2,NC1500337
2019-12-08,12,P,Elbow,181892.0,A1A-S,8.0,9.5,0.0,Ri2,0
2019-12-08,12,P,Elbow,181892.0,A1A-S,9.1,9.5,0.0,Ri2,0
2019-12-08,12,P,Weld,181892.0,A1A-S,10.6,9.5,0.0,Ri2,0
2019-12-08,12,P,Weld,181892.0,A1A-S,9.2,9.5,0.0,Ri2,0
2019-12-08,12,P,Elbow,181892.0,A1A-S,9.6,9.5,1.0,Ri3,0
2019-12-08,12,P,Elbow,181892.0,A1A-S,9.5,9.5,1.0,Ri3,0
2019-12-08,12,P,Pipe,181892.0,A1A-S,8.9,9.5,1.0,Ri3,0
2019-12-08,12,P,Pipe,181892.0,A1A-S,8.4,9.5,1.0,Ri3,0
2019-12-08,12,P,Pipe,181892.0,A1A-S,5.5,9.5,1.0,Ri3,NC1500337
2019-12-08,12,P,Weld,181892.0,A1A-S,7.0,9.5,1.0,Ri3,NC1500337
2019-12-08,12,P,Reducer,181892.0,A1A-S,8.5,9.5,1.0,Ri3,0
2019-12-08,12,P,Elbow,181892.0,A1A-S,9.0,9.5,1.0,Ri3,0
2019-12-08,12,P,Elbow,181892.0,A1A-S,9.4,9.5,1.0,Ri3,0
2019-12-06,8,P,Weld,387134.0,B1A-S,7.9,8.18,1.0,Ri5,0
2019-12-06,8,P,Elbow,387134.0,B1A-S,7.9,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,0.0,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,8.0,8.18,1.0,Ri5,0
2019-12-06,8,P,Elbow,387134.0,B1A-S,8.1,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,0.0,8.18,1.0,Ri5,0
2019-12-06,8,P,Pipe,387134.0,B1A-S,8.1,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,0.0,8.18,1.0,Ri5,0
2019-12-06,8,P,Elbow,387134.0,B1A-S,7.9,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,8.8,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,8.4,8.18,1.0,Ri5,0
2019-12-06,8,P,Pipe,387134.0,B1A-S,8.2,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,8.5,8.18,1.0,Ri5,0
2019-12-06,8,P,Elbow,387134.0,B1A-S,8.1,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,8.6,8.18,1.0,Ri5,0
2019-12-06,8,P,Pipe,387134.0,B1A-S,8.2,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,0.0,8.18,1.0,Ri5,0
2019-12-06,8,P,Elbow,387134.0,B1A-S,8.3,8.18,1.0,Ri5,0
2019-12-06,8,P,Weld,387134.0,B1A-S,8.6,8.18,1.0,Ri5,0
2019-12-07,8,P,Weld,387134.0,B1A-S,9.3,8.18,1.0,Ri5,0
2019-12-08,8,P,Pipe,387134.0,B1A-S,7.4,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,0.0,8.18,1.0,Ri5,0
2019-12-08,8,P,Elbow,387134.0,B1A-S,8.0,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,0.0,8.18,1.0,Ri5,0
2019-12-08,8,P,Elbow,387134.0,B1A-S,8.4,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,8.3,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,8.3,8.18,1.0,Ri5,0
2019-12-08,8,P,Tee,387134.0,B1A-S,7.8,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,8.7,8.18,1.0,Ri5,0
2019-12-08,8,P,Pipe,387134.0,B1A-S,7.8,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,0.0,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,8.1,8.18,0.0,Ri2,0
2019-12-08,8,P,Elbow,387134.0,B1A-S,7.8,8.18,0.0,Ri2,0
2019-12-08,8,P,Weld,387134.0,B1A-S,7.8,8.18,0.0,Ri2,0
2019-12-08,8,P,Pipe,387134.0,B1A-S,7.8,8.18,0.0,Ri2,0
2019-12-08,8,P,Pipe,387134.0,B1A-S,7.9,8.18,1.0,Ri5,0
2019-12-08,8,P,Pipe,387134.0,B1A-S,7.8,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,8.8,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,8.3,8.18,1.0,Ri5,0
2019-12-08,8,P,Elbow,387134.0,B1A-S,8.8,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,8.9,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,8.8,8.18,1.0,Ri5,0
2019-12-08,8,P,Elbow,387134.0,B1A-S,8.8,8.18,1.0,Ri5,0
2019-12-08,8,P,Weld,387134.0,B1A-S,0.0,8.18,1.0,Ri5,0
2019-12-05,6,P,Weld,387131.0,B1A-S,7.9,7.11,1.0,Ri5,0
2019-12-05,6,P,Elbow,387131.0,B1A-S,7.7,7.11,1.0,Ri5,0
2019-12-05,6,P,Weld,387131.0,B1A-S,8.4,7.11,1.0,Ri5,0
2019-12-05,6,P,Pipe,387131.0,B1A-S,7.2,7.11,1.0,Ri5,0
2019-12-05,6,P,Weld,387131.0,B1A-S,8.4,7.11,1.0,Ri5,0
2019-12-07,12,P,Bend,131679.0,B3A,9.8,9.53,1.0,Ri 4,0
2019-12-07,12,P,Straight,131679.0,B3A,9.7,9.53,1.0,Ri 4,0
2019-12-07,12,P,Bend,131679.0,B3A,9.5,9.53,1.0,Ri 4,0
2019-12-07,12,P,Weld,131679.0,B3A,11.5,9.53,1.0,Ri 4,0
2019-12-07,12,P,Weld,131679.0,B3A,10.8,9.53,1.0,Ri 4,0
2019-12-07,12,P,Bend,131679.0,B3A,9.5,9.53,2.0,Ri 5,NC0600074
2019-12-07,12,P,Straight,131679.0,B3A,10.0,9.53,2.0,Ri 5,NC0600074
2019-12-07,12,P,Straight,131679.0,B3A,9.8,9.53,2.0,Ri 5,NC0600074
2019-12-07,12,P,Straight,131679.0,B3A,10.1,9.53,2.0,Ri 5,NC0600074
2019-12-07,12,P,Straight,131679.0,B3A,10.2,9.53,2.0,Ri 5,NC0600074
2019-12-07,12,P,Bend,131679.0,B3A,10.1,9.53,2.0,Ri 5,NC0600074
2019-12-07,12,P,Straight,131679.0,B3A,9.8,9.53,2.0,Ri 5,NC0600074
2019-12-07,12,P,Bend,131679.0,B3A,9.9,9.53,2.0,Ri 5,NC0600074
2019-12-07,12,P,Weld,131679.0,B3A,10.9,9.53,2.0,Ri 5,NC0600074
2019-12-08,12,P,Weld,131679.0,B3A,0.0,9.53,2.0,Ri 5,NC0600074
2019-12-08,12,P,Weld,131679.0,B3A,11.1,9.53,2.0,Ri 5,NC0600074
2019-12-08,12,P,Weld,131679.0,B3A,0.0,9.53,2.0,Ri 5,NC0600074
2019-12-08,12,P,Weld,131679.0,B3A,10.7,9.53,2.0,Ri 5,NC0600074
2019-12-08,12,P,Weld,131679.0,B3A,10.5,9.53,2.0,Ri 5,NC0600074
2019-12-08,12,P,Tee,131679.0,A1A-S,10.5,9.53,0.0,Ri 4,0
2019-12-08,12,P,Bend,131679.0,A1A-S,9.7,9.53,0.0,Ri 4,0
2019-12-08,12,P,Straight,131679.0,A1A-S,10.1,9.53,0.0,Ri 4,0
2019-12-08,12,P,Bend,131679.0,A1A-S,9.9,9.53,0.0,Ri 4,0
2019-12-08,12,P,Weld,131679.0,A1A-S,11.2,9.53,0.0,Ri 4,0
2019-12-08,12,P,Weld,131679.0,A1A-S,11.0,9.53,0.0,Ri 4,0
2019-12-06,10,P,Weld,131679.0,B3A,11.5,9.27,1.0,Ri 4,0
2019-12-06,10,P,Weld,131679.0,B3A,11.5,9.27,1.0,Ri 4,0
2019-12-06,10,P,Bend,131679.0,B3A,8.7,9.27,1.0,Ri 4,0
2019-12-06,10,P,Bend,131679.0,B3A,9.8,9.27,1.0,Ri 4,0
2019-12-06,10,P,Bend,131679.0,B3A,9.8,9.27,1.0,Ri 4,0
2019-12-06,12,P,Bend,131679.0,A1A-S,9.9,9.53,0.0,Ri 4,0
2019-12-06,12,P,Straight,131679.0,A1A-S,10.1,9.53,0.0,Ri 4,0
2019-12-05,12,P,Straight,131679.0,A1A-S,9.9,9.53,0.0,Ri 4,0
2019-12-05,12,P,Bend,131679.0,A1A-S,9.5,9.53,0.0,Ri 4,0
2019-12-05,12,P,Straight,131679.0,A1A-S,9.7,9.53,0.0,Ri 4,0
2019-12-05,12,P,Weld,131679.0,A1A-S,11.2,9.53,0.0,Ri 4,0
2019-12-05,12,P,Weld,131679.0,A1A-S,10.9,9.53,0.0,Ri 4,0
2019-12-05,12,P,Weld,131679.0,A1A-S,11.5,9.53,0.0,Ri 4,0
2019-12-05,12,P,Weld,131679.0,A1A-S,11.5,9.53,0.0,Ri 4,0
2019-12-01,"1.5""x0.75",B10A-S,Reducer,"1.5""-03-LG-152-B10A-S",B10A-S,5.3,5.56,1.0,Ri0,0
2019-12-01,"1.5""x0.75",B10A-S,Reducer,"1.5""-03-LG-152-B10A-S",B10A-S,6.0,5.56,1.0,Ri0,0
2019-12-01,"1.5""x0.75",B10A-S,Weld,"1.5""-03-LG-152-B10A-S",B10A-S,4.3,5.56,1.0,Ri0,0
2019-12-01,"1.5""x0.75",B10A-S,Weld,"1.5""-03-LG-152-B10A-S",B10A-S,4.7,5.56,1.0,Ri0,0
2019-12-02,,B10A-S,Level switch,"3""-03-LS-181-B10A-S",B10A-S,6.1,Not Known,1.0,Ri.2,0
2019-12-03,1.5,B10A-S,Pipe,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.3,0
2019-12-04,2,B10A-S,Pipe,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.4,0
2019-12-05,"1.5""x0.75",B10A-S,Reducer,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.5,0
2019-12-06,"2""X0.75",B10A-S,Reducer,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.6,0
2019-12-07,2,B10A-S,Weld,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.7,0
2019-12-08,0.75,B10A-S,Weld,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.8,0
2019-12-09,0.75,B10A-S,Weld,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.9,0
2019-12-02,,B10A-S,Level switch,"3""-03-LS-182-B10A-S",B10A-S,6.3,Not Known,1.0,Ri.2,0
2019-12-11,3,B10A-S,Pipe,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.11,0
2019-12-12,"3""x2",B10A-S,Red.Tee,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.12,0
2019-12-13,1.5,B10A-S,Pipe,"3""-03-LS-182-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.13,0
2019-12-14,1.5,B10A-S,Pipe,"3""-03-LS-183-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.14,0
2019-12-15,"1.5""x0.75",B10A-S,Reducer,"3""-03-LS-183-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.15,0
2019-12-16,"3""x1.5",B10A-S,Reducer,"3""-03-LS-183-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.16,0
2019-12-17,2,B10A-S,Pipe,"3""-03-LS-183-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.17,0
2019-12-18,"2""x0.75",B10A-S,Reducer,"3""-03-LS-183-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.18,0
2019-12-19,2,B10A-S,Bend,"3""-03-LS-183-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.19,0
2019-12-20,1.5,B10A-S,Weld,"3""-03-LS-183-B10A-S",B10A-S,0.0,Not Known,1.0,Ri.20,0
